production_bk,production_company,production_country,production_language
1224,Intrepid Pictures,United States of America,Original
1224,Intrepid Pictures,United States of America,Original
1224,Intrepid Pictures,South Africa,Original
1225,One Race Productions,United States of America,Spoken
1225,One Race Productions,United States of America,Spoken
1232,2003 Productions,France,Original
1236,Mandalay Entertainment,United States of America,Original
1236,Mandalay Entertainment,United States of America,Spoken
1236,Mandalay Entertainment,United States of America,Spoken
1236,Mandalay Entertainment,United States of America,Spoken
1236,Mandalay Entertainment,United States of America,Original
1236,Mandalay Entertainment,United States of America,Spoken
1246,River Road Entertainment,United Arab Emirates,Original
1246,River Road Entertainment,United States of America,Spoken
1246,River Road Entertainment,United States of America,Original
1246,River Road Entertainment,United Kingdom,Original
1246,River Road Entertainment,United States of America,Spoken
1246,River Road Entertainment,United States of America,Original
1246,River Road Entertainment,United States of America,Original
1246,River Road Entertainment,United States of America,Spoken
1251,ARD,United States of America,Spoken
1256,Producers Sales Organization,United States of America,Spoken
1257,Butcher's Run Productions,United States of America,Original
1260,Synchronistic Pictures,United States of America,Original
1261,Scala Productions,United Kingdom,Original
1266,Octagon Films,Ireland,Original
1266,Octagon Films,United States of America,Original
1266,Octagon Films,United States of America,Spoken
1267,Ecosse Films,United States of America,Spoken
1267,Ecosse Films,United Kingdom,Original
1268,Focus Films,China,Original
1268,Focus Films,United States of America,Original
1268,Focus Films,United States of America,Original
1268,Focus Films,United Kingdom,Spoken
1269,Momentum Films,United Kingdom,Spoken
1270,National Lottery,United States of America,Original
1270,National Lottery,United Kingdom,Original
1270,National Lottery,United Kingdom,Spoken
1271,Pariah Entertainment Group,United States of America,Spoken
1271,Pariah Entertainment Group,United States of America,Spoken
1272,The First Channel,Russia,Original
1274,Clinica Estetico,United States of America,Spoken
1274,Clinica Estetico,United States of America,Original
1274,Clinica Estetico,United States of America,Original
1274,Clinica Estetico,United States of America,Original
1274,Clinica Estetico,United States of America,Original
1274,Clinica Estetico,United States of America,Original
1280,Pacific Western,United States of America,Spoken
1280,Pacific Western,United States of America,Original
1280,Pacific Western,United States of America,Spoken
1280,Pacific Western,United States of America,Spoken
1280,Pacific Western,United States of America,Original
1280,Pacific Western,United States of America,Original
1280,Pacific Western,United States of America,Spoken
1296,Crossbow Productions,United States of America,Spoken
1296,Crossbow Productions,United States of America,Original
1296,Crossbow Productions,United States of America,Spoken
1296,Crossbow Productions,United States of America,Original
1297,Gruskoff/Venture Films,United States of America,Spoken
1298,Jouer Limited,United States of America,Spoken
1301,Joseph M. Singer Entertainment,United States of America,Spoken
1301,Joseph M. Singer Entertainment,United States of America,Spoken
1301,Joseph M. Singer Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,Germany,Spoken
1302,Davis Entertainment,Hungary,Spoken
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Spoken
1302,Davis Entertainment,United States of America,Original
1302,Davis Entertainment,United States of America,Spoken
1305,L.I.F.T. Production,United States of America,Original
1305,L.I.F.T. Production,United States of America,Spoken
1307,Triangle Film Corporation,United States of America,Spoken
1308,Wark Producing Corp.,United States of America,Spoken
1309,Rainforest Films,United States of America,Original
1309,Rainforest Films,United States of America,Spoken
1309,Rainforest Films,United States of America,Spoken
1309,Rainforest Films,United States of America,Original
1309,Rainforest Films,United States of America,Original
1311,The Asylum,United States of America,Original
1311,The Asylum,United States of America,Original
1314,Hammer Film Productions,United States of America,Original
1314,Hammer Film Productions,United Kingdom,Original
1315,Charles Chaplin Productions,United States of America,Spoken
1316,Monterey Productions,United States of America,Spoken
1317,Charles K. Feldman Group,United States of America,Original
1317,Charles K. Feldman Group,United States of America,Spoken
1323,Florin Productions,United States of America,Original
1324,Jerome Hellman Productions,United States of America,Original
1350,Parkway Productions,United States of America,Original
1353,Hanna-Barbera Productions,United States of America,Spoken
1360,Glass Eye Pix,United States of America,Original
1360,Glass Eye Pix,United States of America,Original
1360,Glass Eye Pix,United States of America,Spoken
1360,Glass Eye Pix,United States of America,Original
1363,Haft Entertainment,United States of America,Original
1370,Castel Film Romania,Italy,Spoken
1370,Castel Film Romania,United States of America,Original
1380,Australian Film Finance Corporation,Germany,Original
1382,PolyGram Filmed Entertainment,United Kingdom,Original
1382,PolyGram Filmed Entertainment,United Kingdom,Original
1382,PolyGram Filmed Entertainment,United States of America,Spoken
1382,PolyGram Filmed Entertainment,United States of America,Spoken
1382,PolyGram Filmed Entertainment,United States of America,Original
1382,PolyGram Filmed Entertainment,United States of America,Original
1382,PolyGram Filmed Entertainment,United States of America,Original
1382,PolyGram Filmed Entertainment,United States of America,Original
1382,PolyGram Filmed Entertainment,United States of America,Original
1382,PolyGram Filmed Entertainment,United States of America,Spoken
1382,PolyGram Filmed Entertainment,United Kingdom,Original
1382,PolyGram Filmed Entertainment,United States of America,Original
1382,PolyGram Filmed Entertainment,United States of America,Spoken
1382,PolyGram Filmed Entertainment,United States of America,Spoken
1382,PolyGram Filmed Entertainment,United States of America,Spoken
1382,PolyGram Filmed Entertainment,United States of America,Spoken
1390,Celador Productions,United Kingdom,Original
1393,Tokyo Broadcasting System (TBS),Japan,Original
1403,Franchise Pictures,United States of America,Spoken
1403,Franchise Pictures,United States of America,Spoken
1403,Franchise Pictures,United States of America,Spoken
1403,Franchise Pictures,United States of America,Spoken
1403,Franchise Pictures,United States of America,Original
1403,Franchise Pictures,United States of America,Spoken
1403,Franchise Pictures,United States of America,Spoken
1403,Franchise Pictures,United States of America,Spoken
1403,Franchise Pictures,United States of America,Spoken
1403,Franchise Pictures,United States of America,Original
1403,Franchise Pictures,United States of America,Original
1403,Franchise Pictures,United States of America,Original
1403,Franchise Pictures,United States of America,Original
1403,Franchise Pictures,United States of America,Original
1403,Franchise Pictures,United States of America,Spoken
1403,Franchise Pictures,United States of America,Spoken
1419,Virgin,United States of America,Original
1420,ContentFilm,United States of America,Original
1420,ContentFilm,United States of America,Original
1420,ContentFilm,Netherlands,Original
1420,ContentFilm,United States of America,Original
1422,Killer Films,United States of America,Spoken
1422,Killer Films,United States of America,Original
1422,Killer Films,United States of America,Original
1422,Killer Films,United States of America,Original
1422,Killer Films,France,Original
1422,Killer Films,United States of America,Original
1422,Killer Films,United States of America,Original
1422,Killer Films,United States of America,Original
1422,Killer Films,United Kingdom,Original
1423,Escape Artists,United States of America,Spoken
1423,Escape Artists,United States of America,Spoken
1423,Escape Artists,United States of America,Spoken
1423,Escape Artists,United States of America,Spoken
1423,Escape Artists,Australia,Original
1423,Escape Artists,United States of America,Original
1423,Escape Artists,United States of America,Spoken
